id,label,statement,subject,speaker,state_info,party_affiliation
bcf29d6333b,1,nazi imagery [was used] by the block for governor campaign to describe supporters of allan fung for governor.,"elections,history,human-rights,campaign-advertising",allan-fung,rhode island,republican
81b47b03fd8,0,says jeanne shaheen has voted with the president 99 percent of the time.,bipartisanship,scott-brown,new hampshire,republican
3e9203cdfff,1,"before this law was passed, americans were told they could keep their current health care plans. after it became law, the administration issued regulations stating nearly half of americans would lose their current plan.",health-care,bill-posey,florida,republican
cd3b15fc2ae,1,all aboard florida is a 100 percent private venture. there is no state money involved.,"state-budget,transportation",rick-scott,florida,republican
acfabbc9696,0,"under legislation that has cleared the georgia house, some children who are legal refugees could obtain state scholarships to attend private schools.","autism,children,disability,education,families,immigration,state-budget,state-finances",associated-press,non-define,none
dedce028a53,0,we have been in afghanistan longer now than we have been in any foreign land conducting a war in our nations history.,afghanistan,robert-gibbs,non-define,democrat
5ced5224e12,1,our whole food system in this country...most of it is genetically engineered. and (there is) no testing for the health consequences of this food.,consumer-safety,dennis-kucinich,ohio,democrat
522b72ec9dc,1,"did you know under president obama family health care premiums have increased $4,154 on the average?",health-care,barbara-comstock,virginia,republican
06a676c85a6,0,obama has maintained a friendship with a now convicted felon.,ethics,republican-national-committee-republican,non-define,republican
22d319a6e07,1,"statistically, law-enforcement officers die 10 years earlier than the general population.","labor,public-service,retirement,state-finances",robert-barber,rhode island,newsmaker
1d1ec7698d7,1,the economic turnaround started at the end of my term.,"economy,jobs",charlie-crist,florida,democrat
7f85c44e3fb,1,"sherrod brown has stood side by side with president barack obama, presiding over the most rapid increase in the debt over the last 2.5 years and hurtling toward the worst jobs record in the modern era.","deficit,economy,jobs",national-republican-senatorial-committee,non-define,republican
3cdcdc8bad7,1,isis leader abu bakr al baghdadi was released by obama in 2009.,"iraq,terrorism",jeanine-pirro,new york,republican
fe75427ce1e,1,says patrick murphy switched his vote on all aboard florida ... because his father tried to get in a bid to build it and was unsuccessful.,"congress,transportation",alan-grayson,florida,democrat
cd7efa1dc63,1,"if you look worldwide, the number of terrorist incidents have not substantially increased.","homeland-security,terrorism",barack-obama,illinois,democrat
04ef3f1ae2d,1,"should democrats get their way, every income tax bracket will increase on jan. 1, 2011. every single one.",taxes,mike-pence,indiana,republican
97f9850ef43,1,fact: nothing in #obamacare forces people out of their health plans.,health-care,valerie-jarrett,illinois,democrat
c2ef590a3bb,0,the federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent.,"deficit,federal-budget,taxes",ron-johnson,wisconsin,republican
b8359c88c6c,0,half of oregon university students are on pell grants.,"education,poverty",jim-francesconi,oregon,none
6a334973643,1,our kids cant openly celebrate christmas or pray in school.,"education,message-machine-2012,religion",rick-perry,texas,republican
b2786cace62,1,our children do not spend any time in school learning about our own u.s. constitution.,education,dan-flynn,texas,republican
9ec68077e07,1,"barack obama's plan calls for ""mandates and fines for small businesses.""",health-care,john-mccain,arizona,republican
ee69df61bb9,1,the presidents health care law raids medicare by more than $500 billion and creates a medicare rationing board a group of 15 unelected bureaucrats to slow the growth of medicare spending.,"health-care,medicare",scott-garrett,new jersey,republican
35a284aad74,1,it was under barack obama and hillary clinton that changed the rules of engagement that probably cost (capt. humayun khans) life.,"iraq,military",katrina-pierson,non-define,republican
77b34a40a5f,1,barnes opposed the creation of the hope scholarship and campaigned against zell miller on the issue.,education,gagop,non-define,republican
b0ba634c24a,0,"with one stroke of his pen, president bush has denied health insurance to 3.8 million kids who were due to get it under this bipartisan expansion of the children's health insurance program.",health-care,joe-biden,delaware,democrat
3f5fa77ff68,1,says president barack obama was responsible for the assassination of at least four american citizens in drone strikes.,"foreign-policy,legal-issues,terrorism",kesha-rogers,texas,democrat
bdc2145cb0b,0,"if you look at latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed. african-american kids are unemployed or underemployed to the tune of 51 percent.","diversity,economy,jobs",bernie-s,vermont,independent
e4d146c8930,1,says its not accidental that the villain in the batman movie is named bane.,"pop-culture,pundits",rush-limbaugh,non-define,none
5e66be5a881,0,"six of the nations 10 wealthiest counties, according to median income, are in and around the washington, d.c. area.","economy,federal-budget,income,population,wealth",scott-walker,wisconsin,republican
31f13ac7d77,0,three thousand felons voted in rhode island in 2008.,"civil-rights,criminal-justice,elections,public-safety",carolyn-medeiros,rhode island,newsmaker
7d8fc3b5a82,0,"the alternative minimum tax was never intended to hit people in middle income, upper middle income. it was meant for people who are rich and evading taxes.",taxes,hillary-clinton,new york,democrat
a2d2e628065,0,one in 19 americans today get ssdi or ssi. thats one in 19 americans (who) are disabled.,"disability,federal-budget,social-security",tom-coburn,oklahoma,republican
98ecfba1135,0,says scott brown co-sponsored legislation to let employers deny women coverage for birth control.,"health-care,legal-issues,women",jeanne-shaheen,new hampshire,democrat
e24be1ecc5b,1,more americans receive food aid than work in (the) private sector.,"jobs,poverty,pundits,workers",allen-west,florida,republican
325cdf5bd50,1,"a ban on earmarks greatly weakens the authority congress has over spending, to the benefit of the executive branch.",federal-budget,dave-obey,wisconsin,democrat
fe67b5462b4,1,ralph hall has never voted to raise the debt ceiling.,"debt,federal-budget,voting-record",cat-pac,texas,organization
802f99f7a0e,0,"georgia has ""a dropout rate thats higher"" than alabama's.","education,message-machine",john-oxendine,georgia,republican
f943c47f789,1,elorza wants to teach our public school children about the non-existence of god.,"candidates-biography,education,government-regulation,legal-issues,campaign-advertising,pop-culture,religion,science,unions",local-799-international-assoc-fire-fighters,rhode island,none
7f1c0624757,0,says minnesota has more fortune 500 companies than oregon and one of the most obvious differences is theyve invested in their schools.,"economy,education",jefferson-smith,oregon,democrat
ae93f5f4641,0,"oregon concealed gun applications include home phone numbers, home address, social security numbers, what kinds of guns you have in the house whether you were dishonorably discharged from the military, what controlled substances you are taking and were you ever accused of -- accused, mind you -- of stalking.","guns,privacy",kim-thatcher,oregon,republican
fa7a38c8ec0,1,you know what (saddam hussein) did well? he killed terrorists.,"foreign-policy,terrorism",donald-trump,new york,republican
19a24db0498,1,john cornyn voted twice in 2013 to back obamas amnesty plan.,"immigration,voting-record",steve-stockman,texas,republican
b7505500416,1,says politifact listed governor scott walker of wisconsin as the governor who told the most lies and our own untruthful governor chris christie made it into politifacts top five of lie - en governors.,candidates-biography,loretta-weinberg,non-define,democrat
144efe1309c,0,says u.s. sen. ron johnson doesnt even believe that theres a man-made role in climate change.,environment,russ-feingold,wisconsin,democrat
a1e86cff864,1,the obama administration raised discretionary spending by 24 percent from president george w. bushs last full-year budget and will run up more debt by october than bush did in eight years.,"federal-budget,stimulus",karl-rove,texas,republican
8bf0ee50dad,1,"says tom nelson backed higher taxes on social security, costing wisconsin seniors $95 million.","income,retirement,social-security,state-budget,taxes",mike-gallagher,non-define,republican
542963cfb1e,0,wisconsins non-discrimination law doesnt protect members of the trans-gender community.,"civil-rights,gays-and-lesbians,housing,legal-issues,sexuality,workers",jason-rae,non-define,democrat
f29ee69f84e,1,rick scott got a majority of the hispanic vote in florida.,"elections,immigration",jeb-bush,florida,republican
3ee3edbe62e,1,the decision to cancel the trademark of the washington redskins is not the patent and trademark office. this is barack obama.,sports,rush-limbaugh,non-define,none
9f707201a7d,1,"youre paying for...(state sen. diane allens) health care, and she took yours away.","candidates-biography,health-care,state-budget",carl-lewis,new jersey,democrat
ceff445fc8c,0,"john mccain's health care plan ""won't guarantee coverage of cancer screenings or maternity care.""",health-care,planned-parenthood,non-define,none
5ee2cc8008a,1,"in the 1970s, the swine flu broke out . . . under another democrat, president jimmy carter.",health-care,michele-bachmann,minnesota,republican
ba9232bc11f,0,the proposed transportation bill could be the largest tax increase in georgia history.,transportation,david-pennington,georgia,none
d1496778da9,1,chris coons has marxist beliefs.,"candidates-biography,economy",christine-odonnell,delaware,republican
1511e4c8b20,0,says scott brown voted with president barack obama 70 percent of the time in 2011.,"bipartisanship,voting-record",jim-rubens,new hampshire,republican
729f4b8c170,0,"palin supports ""aerial hunting of wolves and other wildlife.""",environment,defenders-wildlife-action-fund-defenders-wildlife-,non-define,none
f51ead78b93,0,congress will begin its recess without having allocated one penny to fight zika.,public-health,hillary-clinton,new york,democrat
68e076c23e5,0,i opposed tpp (trans-pacific partnership) and have always opposed tpp.,trade,ted-cruz,texas,republican
39f53cfb2fe,1,the (border) fence is now basically complete.,immigration,barack-obama,illinois,democrat
5fcf417939e,1,"after the 2012 redistricting, wisconsin has competitive congressional districts.",redistricting,paul-ryan,wisconsin,republican
5edb352192f,0,"gov. crist has never wavered in his support of the second amendment, the right to bear arms.",guns,charlie-crist,florida,democrat
6bbdf24954a,1,"the head of the irs ordered 24,000 emails erased before congress could review them, making sure the american people will never know the real truth.","congress,taxes,technology,transparency",john-fleming,louisiana,republican
99e7209adc3,1,says he has never received any contributions from the koch brothers.,campaign-finance,john-thrasher,florida,republican
bf9df988976,0,"says recent studies indicate that nationally, only 8 percent of white voting-age citizens but 25 percent of african-american voting-age citizens lack government-issued photo ids.","civil-rights,elections,legal-issues",eric-holder,"washington, d.c.",democrat
fcade9aa5d9,0,i've seen (life) from the factory floor when i was working the graveyard shift ...and i'd be ankle-deep in water at the murray ohio bicycle plant where i was running a machine that was so loud i couldn't hear myself yell if i wanted to.,candidates-biography,fred-thompson,tennessee,republican
25305c569f4,1,says nick kahl made it harder for many families to cover basic health care expenses.,"health-care,taxes",matt-wand,oregon,republican
33a00b63228,0,"crimea was part of russia until 1954, when it was given to the soviet republic of the ukraine.","corrections-and-updates,history,military",mike-rogers,michigan,republican
8f6c9b165c6,1,we caught (the texas commission on environmental quality) lying to us about the results of air quality studies in the barnett shale.,environment,wendy-davis,texas,democrat
1a6d901e658,0,providence graduation rates are up.,"education,job-accomplishments,message-machine-2014",angel-taveras,rhode island,democrat
c3dac747b05,1,sen. (richard) burr voted no on the violence against women act.,"congressional-rules,criminal-justice,women",deborah-ross,north carolina,democrat
67b0c05ff55,0,"in austin, ive got half-a-dozen or more schools on a list to be closed one of which i presented a federal blue-ribbon award to for excellence. and several hundred school personnel on the list for possible terminations.",education,lloyd-doggett,texas,democrat
eaadce5d661,1,"i was fighting against those (republican) ideas when you were practicing law and representing your contributor, rezko, in his slum landlord business in inner city chicago.",candidates-biography,hillary-clinton,new york,democrat
fe556088a66,0,says hillary clintons campaign hasnt been clear about when she wiped herserverof her work emails.,"elections,transparency",brianna-keilar,non-define,none
399dc5f62a5,0,says the federal government is the largest energy user in the country.,energy,rob-portman,ohio,republican
94cb70b61c3,0,the united states right now incarcerates more african-americans as a percentage than apartheid south africa did.,criminal-justice,nicholas-kristof,non-define,none
3a32e4007c1,1,"u.s. reps. hank johnson, john lewis and other members of the congressional progressive caucus are socialists who are openly serving in the u.s. congress.",candidates-biography,sovereign-citizens-united,non-define,organization
45a807a5316,0,says one in four women and one in seven men have been victims of domestic violence in their lifetime.,"crime,women",suzanne-bonamici,oregon,democrat
964eedbea88,0,the worlds 62 richest people own the same wealth as the 3.6 billion poorest.,poverty,oxfam-america,non-define,none
2c6a2cf6f89,1,says he voted no on the wall street bailouts.,"economy,financial-regulation,message-machine",glenn-nye,virginia,democrat
679c3ed5cc6,1,oregon leads the nation in number of jobs per capita in manufacturing.,jobs,econorthwest-economics-finance-planning,oregon,organization
6e4f4a179b4,1,americans increasingly want (the affordable care act) to be repealed.,"health-care,polls",marco-rubio,florida,republican
ff3345c6eb7,1,says most texas schools spend 45 out of 180 school days in mandated testing.,"education,state-budget",ted-lyon,texas,democrat
37b0c946bb6,1,obamas mid-term approval ratings are similar to other presidents who went on to re-election.,polls,tim-kaine,virginia,democrat
775af9b3a79,0,says obama replaced the american flag on the tail of his plane with his campaign logo.,patriotism,chain-email,non-define,none
ad237b18664,1,the republican election platform was actually written with the help of a former lobbyist for aig and a former lobbyist for exxon-mobil.,ethics,barack-obama,illinois,democrat
21a60650da3,1,says top clinton advisers were pressing birther movement stories very hard.,obama-birth-certificate,donald-trump,new york,republican
81f0c617402,0,"the baucus health care bill would require taxes on medical devices such as x-ray machines, female condoms, hiv tests and surgical needles.","health-care,taxes",blog-posting,non-define,none
0f32b7df00c,1,"says indoor workers get less uv than outdoor workers, but they get more melanomas.","children,government-regulation,health-care,public-health",joseph-levy,non-define,organization
833d9ca1814,0,says she is co-owner of celilo group media.,"job-accomplishments,message-machine-2012",eileen-brady,non-define,democrat
08de4965132,0,most private sector jobs in the history of buffalo exist in buffalo today,"economy,jobs",andrew-cuomo,new york,democrat
48ad0d31ed6,1,i think it is unacceptable for the chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of europe put together -- forget the united states.,energy,maurice-ferre,florida,democrat
f5519253ea9,1,weve broken by millions the all-time record for votes in a gop presidential primary election.,elections,donald-trump,new york,republican
96ee1dec9e5,0,the castro regime violated international norms by secretly shipping weapons to north korea in violation of a u.n. embargo.,"congress,terrorism",david-perdue,georgia,republican
d4f20c0398c,0,more than 60 percent of people in america support planned parenthood and only 11 percent approve of congress.,"abortion,congress",cecile-richards,new york,democrat
c01ad1f0d61,0,"obama ""won health care for 150,000 people.""",health-care,barack-obama,illinois,democrat
a1a8b6b71fe,1,"full marriage equality [would provide same-sex couples] with about 1,700 rights.","civil-rights,gays-and-lesbians,marriage",bill-fischer,rhode island,newsmaker
6a5a1ece078,1,the government -- not the armed forces -- is stockpiling hundreds of millions of rounds of ammunition for domestic use.,"guns,homeland-security",james-buchal,oregon,republican
847a76ae450,0,"after filing a lawsuit in rhode island, we reached an agreement with state agencies that resulted in more voters being registered in the first full month after our lawsuit than in the entire previous two-year reporting period.","civil-rights,elections,legal-issues",eric-holder,"washington, d.c.",democrat
a3e5676ea4d,1,says democrats cut $35 million from the state budget for information technology improvements.,state-budget,chris-christie,new jersey,republican
88427e34cf6,1,the wisconsin economic development corp. cannot account for creating one single job.,jobs,chris-larson,wisconsin,democrat
f50ba29d2c9,1,financed the largest parking expansion program without a rate increase.,city-budget,dick-greco,non-define,none
b23acb69ecc,1,"since president obama came into office, another 2 million hispanics have joined the ranks of those in poverty. the number of hispanic children living in poverty increased by 15 percent in that short period of time.","diversity,poverty",donald-trump,new york,republican
cd1475669ae,0,coloradocare would have higher revenues than mcdonalds.,"elections,health-care",colorado-health-institute,non-define,none
df2ad476421,0,"by one leading measure, what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance for the first time in 17 years.","health-care,labor",barack-obama,illinois,democrat
79d662273b4,1,says over 50 percent of u.s. job growth in june came from wisconsin.,jobs,republican-party-wisconsin,wisconsin,republican
ac12aec17b3,1,"sheldon whitehouses failure of leadership, the adding of almost $8 trillion in debt in his first full term, is shameful...","deficit,federal-budget,voting-record",barry-hinckley,rhode island,republican
071523d2e6d,0,accidents are down 50 percent and injury accidents are down 60 percent in the rebuilt marquette interchange in milwaukee.,"public-safety,state-budget,transportation",wisconsin-transportation-builders-association,wisconsin,organization
79bb56833a6,0,sherrod brown failed to pay his own taxes three separate times.,"message-machine-2012,taxes",josh-mandel,ohio,republican
8a01ed393b6,1,this (parent trigger) legislation was drafted by president obamas top advisers. it was drafted by president clintons top advisers.,education,carlos-trujillo,florida,republican
5819f6b3abb,1,"the fact that one town has three lanes dedicated to it, that kind of gets me sauced.",transportation,chris-christie,new jersey,republican
8132ef4f9e0,0,"the city of columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.","jobs,labor,unions",dave-yost,ohio,republican
462bf1654e8,0,"in exchange for five minutes with bill clinton, the government of qatar was going to give $1 million to the clinton foundation.",foreign-policy,mike-pence,indiana,republican
37cad6fbebe,0,"(paul ryan) has actually proposed three total, three bills that have become law in his entire career dating back to 1999.",candidates-biography,david-canon,wisconsin,newsmaker
b704a859231,1,says under president barack obama theres been the lowest discretionary spending weve had in decades in the united states.,federal-budget,cory-booker,new jersey,democrat
7dcbaa8b6a7,0,kelly ayotte has voted four times against the federal paycheck fairness act.,"congress,labor,voting-record,women",maggie-hassan,new hampshire,democrat
ba4e6bebc5a,0,"if obama's economic plan creates 600,000 new government jobs, ""that's about the size of the post office work force.""","federal-budget,stimulus",mitch-mcconnell,kentucky,republican
1ec56ffd7b8,0,"says mitt romney has said we dont need more firemen, more policemen, more teachers.","economy,education,jobs",tennessee-democratic-party,tennessee,democrat
667fbf168ad,0,the failings in our civil service are encouraged by a system that makes it very difficult to fire someone even for gross misconduct.,federal-budget,john-mccain,arizona,republican
4e1cc0a2f97,0,"since 2009, after-tax incomes are up nearly 14 percent.",economy,penny-pritzker,"washington, d.c.",democrat
91300fdd771,1,"under pat mccrory, (north carolina) has fallen to 41st in teacher pay.","candidates-biography,education,state-budget,states",roy-cooper,north carolina,democrat
3b5c9a8cc83,1,says peter defazio votes with nancy pelosi 86 percent of the time.,"message-machine,voting-record",concerned-taxpayers-america,oregon,republican
42c5da26c8d,0,a democratic poll operation shows that fox news is the most trusted news operation in the country.,"bipartisanship,pop-culture,pundits",bill-oreilly,non-define,none
fae589b0fcb,1,on whether people can keep their insurance under the affordable care act.,health-care,kurt-schrader,oregon,democrat
37be778b3cf,1,"the congressional budget office estimates that for every $1 we spend on unemployment benefits, $1.90 is put into our economy.","economy,federal-budget,stimulus,taxes",james-langevin,rhode island,democrat
6f5bd3cd6eb,1,"youll find blacks in almost every regiment throughout the south who fought right alongside white southerners, during the civil war.",history,ray-mcberry,non-define,republican
214fe8d6a83,1,says ted cruz supports legalizing people who are in this country illegally.,immigration,marco-rubio,florida,republican
79e083df8e0,1,"our jobless rate, our unemployment rate, is the lowest of all of the big cities in new jersey.",jobs,chris-bollwage,non-define,democrat
09358c8e10a,1,"obama spokesman bill burton says clinton gave bush ""a blank check on a critical foreign policy issue.""",foreign-policy,barack-obama,illinois,democrat
2b1ddaaf7aa,0,wisconsin was the first state to ban public and private sector employment discrimination based on sexual orientation.,"civil-rights,legal-issues,sexuality,workers",mark-pocan,wisconsin,democrat
0475c1b6b15,1,says the no. 2 cause of death in the u.s. (for) women under 50 is being killed by their spouse or domestic partner.,"crime,families,women",rod-monroe,oregon,democrat
dc8389e5b99,1,"says an alternative to social security that operates in galveston county, texas, has meant that participants will retire with a whole lot more money than under social security.","retirement,social-security",herman-cain,georgia,republican
b3ba5e4e0aa,0,"says mccain once said that on ""the most important issues of our day, i've been totally in agreement and support of president bush.""",bush-administration,joe-biden,delaware,democrat
f1a53c02b71,1,fox news said the new black panther party decided the election for barack obama.,"civil-rights,elections,pundits",rachel-maddow,non-define,none
fca7f53a00b,0,"in every committee when the health care bill was considered, democrats voted against an amendment that would require members of congress and their staff to take the government-run public option as their health care plan.",health-care,newt-gingrich,georgia,republican
12816597953,0,says he came to the republican party sooner in age than ronald reagan.,"candidates-biography,new-hampshire-2012",rick-perry,texas,republican
7e8da7c85eb,1,says a new national poll shows the majority of the american people believe we should have a gold standard for u.s. currency.,economy,ron-paul,texas,republican
8e7a393fd1e,0,"the cost to implement florida's class size amendment so far has been ""$16 billion.""",education,don-gaetz,florida,republican
c2a9d77659d,1,says the federal government tells health insurance companies how much money theyre allowed to keep of what they receive in revenues -- 15 percent.,health-care,rick-santorum,pennsylvania,republican
8a2db555c3e,1,health insurance and medical costs are going down because of obamacare.,"elections,health-care",ed-schultz,non-define,none
d09d7935332,1,"in 2011, texting surpassed alcohol as the leading contributing factor in teen driving deaths.",public-safety,maria-sachs,florida,democrat
d2170377822,0,says a drug test can be performed for just $4 or $5.,"drugs,welfare",stacey-campfield,tennessee,republican
8ec6652f5a7,0,"as mayor, barrett led efforts to redevelop the menomonee valley, which now supports nearly 4,000 jobs in wisconsin.","job-accomplishments,jobs",tom-barrett,wisconsin,democrat
6a233248720,1,"bob menendez just voted to increase the governments debt ceiling to $1.9 trillion! in his 19 years in congress, menendez has helped overspend america over $15 trillion into debt.","deficit,federal-budget",anna-little,new jersey,republican
fb8a83b674f,0,texas is the state that has now gone the longest without electing a democrat statewide.,"elections,history",joaquin-castro,texas,democrat
3a5597f3624,1,"there are about 120,000 solar energy jobs in the united states, but only 1,700 of them are in georgia.",energy,tim-echols,georgia,republican
77d8d6aaced,1,"photo of ""tea party"" protests shows crowd sprawling from capitol to washington monument",history,blog-posting,non-define,none
d959ecad0d3,1,"says many local governments in wisconsin already require employees to pay 20 percent, 30 percent or even 40 percent of their health insurance premiums.","health-care,labor,state-budget",jennifer-shilling,wisconsin,democrat
32fb8572726,1,"says that under mitt romney, 89 million americans could be denied coverage if they have a pre-existing condition.",health-care,barack-obama,illinois,democrat
e8fdf7e7e08,1,a number of the national publications have put this race in a tossup race between democrats and republicans. they don't know who's going to win this race.,florida,kendrick-meek,florida,democrat
476680fe20d,1,peter kilmartin voted for the 38 studios loan guarantee and his state house job was to twist [legislators] arms to vote for deals like this.,"bankruptcy,baseball,economy,history,jobs,message-machine-2014,campaign-advertising,state-budget,state-finances",dawson-hodgson,rhode island,republican
b9c733b6feb,1,scott walker opposed a plan to help wisconsin students refinance their student loans.,"debt,economy,education,financial-regulation",greater-wisconsin-political-fund,wisconsin,none
319fe9fcf0f,1,"says obama wants to give (iran) nuclear weapons and michael bennet, he was all for it.",nuclear,jon-keyser,colorado,republican
7d4253202f2,1,"john mccain accused barack obama ""of letting infants die.""",abortion,barack-obama,illinois,democrat
1af33a554b2,1,"on healthcare.gov, texan mark sullivan found a good health insurance plan that includes dental, for less than $80 a month.","corrections-and-updates,health-care",kathleen-sebelius,kansas,democrat
6d7d1922fa1,0,says rick santorum voted for the bridge to nowhere.,"federal-budget,message-machine-2012",rick-perry,texas,republican
c377ef99fee,1,"if you're a small business and don't ""adopt the health care plan that senator obama mandates, he's going to fine you.""",health-care,john-mccain,arizona,republican
0eaa6d05984,1,he's promising four more years of an administration that will push for the privatization of social security...,economy,barack-obama,illinois,democrat
912baf2fe0d,0,"since 2009, georgias public schools have lost nearly 9,000 classroom teachers while the number of students has gone up.",education,jason-carter,georgia,democrat
a67263f331a,1,the mitchell park domes lose about $1 million-plus every year and the number of people going to the domes has been going down.,county-budget,chris-abele,wisconsin,none
a8b7b82c6de,0,a gallon (of gasoline) delivered to the front lines for our troops in afghanistan cost more than $400.,"afghanistan,energy",marcy-kaptur,ohio,democrat
79932013336,1,says he has a track record of not raising taxes.,taxes,rick-perry,texas,republican
5dc9673b91c,1,this administration is slashing the navy to pay for more obamacare.,"health-care,message-machine-2014,military",ed-gillespie,"washington, d.c.",republican
14df7d312bb,0,"of all cities in the united states with more than 100,000 people, providence is the 183rd safest.",crime,brett-smiley,rhode island,democrat
0b80e76d1b4,1,just look at what the fbi director said about her (hillary clinton) her misconduct is a disgrace and embarrassment to our country.,"candidates-biography,criminal-justice,job-accomplishments,legal-issues,campaign-advertising,public-service,technology",donald-trump,new york,republican
5df5bdcf94f,0,"when deborah took office, the (sellwood bridge) project had languished for years, with only $11 million in funds. with her leadership the remaining funding was secured that got the project moving forward.","county-government,elections,infrastructure",deborah-kafoury,oregon,none
466eb5ab4b3,1,"under president george w. bush, ""the national debt went from $5 trillion to $12 trillion.""","federal-budget,history",richard-durbin,illinois,democrat
b16849d943c,1,we import more oil today than ever before.,energy,barack-obama,illinois,democrat
cc0e7792a42,0,"over 3 million americans are employed in the growing green-collar workforce, which is more than the number of people working in the fossil fuel industry.","economy,energy,environment,jobs,transportation",tammy-baldwin,wisconsin,democrat
66a5d7bb6e4,1,social security doesnt contribute a penny to the deficit.,"deficit,federal-budget,social-security",alliance-retired-americans,"washington, d.c.",organization
679bf57df92,1,"gas prices have gone up 99 percent since obama became president, the highest gas price increase since carter.","economy,energy,gas-prices",national-republican-congressional-committee,non-define,republican
b054ed96a56,1,says paul ryan shut off the c-span cameras when the democrats started their sit-in.,"government-regulation,guns,history,public-safety,pundits",stephen-colbert,non-define,none
c0410b1263b,0,"mr. president, multiple times from your administration there have come statements that republicans have no ideas and no solutions on health care.","bipartisanship,health-care",tom-price,georgia,republican
189a492a19a,0,the only segment in the beer market that is growing is the craft beer segment.,"alcohol,market-regulation,small-business",mike-villarreal,texas,democrat
7e014990aa9,1,"and 100 percent, john, of your ads . . . 100 percent of them have been negative.",candidates-biography,barack-obama,illinois,democrat
2e35943e86c,1,"says that as a u.s. senator, russ feingold voted against authorizing our military 11 separate times.","federal-budget,foreign-policy,military,terrorism",ron-johnson,wisconsin,republican
593f41b2953,1,mexico receives approximately $24 billion a year in remittances from mexican nationals working in the united states. the majority of that amount comes from illegal aliens.,immigration,donald-trump,new york,republican
1889669da0a,1,"under the new health care law, the elderly will be denied care when they have ""passed the age limit for treatment.""","health-care,medicare,message-machine",dan-fanelli,florida,republican
538e64cbbcb,1,takes credit for reining in state spending when he was governor.,"job-accomplishments,state-budget",george-allen,virginia,republican
056ced459dc,0,"the higher the education level, the more likely they are to vote democratic.","elections,voting-record",larry-sabato,non-define,none
f79d686ad35,1,"in the last 10 years, only one piece of legislation has been cosponsored and passed by john duncan jr.",voting-record,nick-ciparro,tennessee,republican
f1c643e9942,0,taxpayers are paying a fortune for the use of air force one on the campaign trail by president barack obama and hillary clinton.,"campaign-finance,elections,government-regulation,history,taxes,transparency",donald-trump,new york,republican
ab9518cb17c,1,says president barack obama spent nearly a trillion dollars on make-work government jobs.,"economy,federal-budget,jobs,stimulus",rand-paul,kentucky,republican
4d083f2b5b4,1,says a ted cruz ad has got me bull-dozing down a house.i never bulldozed it down. its false advertising.,housing,donald-trump,new york,republican
9c454799cba,1,on counting state budget shortfalls,"state-budget,state-finances",scott-walker,wisconsin,republican
fa4c60e411d,0,says more than eight countries lead the united states in the percentage of college graduates.,education,cory-booker,new jersey,democrat
4f0776dc65d,1,milwaukee police use deadly force at a rate that is among the lowest in the country.,"crime,criminal-justice,guns",edward-flynn,non-define,none
b26ebc86292,0,we have created more jobs in this last year than the bush administration (did) in eight years.,"economy,jobs",joe-biden,delaware,democrat
15bce46cf93,0,"new jersey has lost over half of our pharmaceutical jobs to states you know, not low-tax states like in the south, but high-tax states like new york.",jobs,barbara-buono,new jersey,democrat
e11d29cf4b9,1,david perdue led efforts to ship thousands of jobs overseas.,job-accomplishments,democratic-party-georgia-georgia,non-define,democrat
c2cdac97855,1,says opposing the paycheck fairness act is part of the koch brothers agenda.,"congress,income,women",gary-peters,michigan,democrat
eab92f6ee99,1,it used to be that the only children at school who werent vaccinated were those who had true medical conditions. now there are 19 states that allow personal belief exemptions.,"health-care,public-health",richard-besser,non-define,none
38f612958b9,0,"huckabee ""granted 1,033 pardons and commutations . . . more clemencies than the previous three governors combined.""",crime,mitt-romney,massachusetts,republican
cc3565d0456,0,the united states has the highest incarceration rate in the world.,"crime,criminal-justice",jim-webb,virginia,democrat
4f2f0d5fe2b,0,"says under the senate immigration bill, newly legalized immigrants will pay every tax possible, but you dont get a single benefit for 10 years.","immigration,welfare",luis-gutierrez,illinois,democrat
6d3135dce8c,1,on abortion,"abortion,candidates-biography",charlie-crist,florida,democrat
1b53a6cee60,1,"were spending tremendous amounts of money to educate our kids. in the world, were no. 1 per pupil by a factor of four.",education,donald-trump,new york,republican
c308661102b,1,the united states imprisons more than any nation in the world.,criminal-justice,hank-johnson,georgia,democrat
f92d0e0218b,1,marco rubio tried to insert $1.5 million for a rowing institute into the state budget.,"message-machine,state-budget,voting-record",charlie-crist,florida,democrat
837a668c8fe,0,over 97 percent of the scientific community believe that humans are contributing to climate change.,"climate-change,science",don-beyer,virginia,democrat
3fd5895b07e,1,its been since 1888 that a senate of a different party than the president in the white house confirmed a supreme court nominee.,"congress,supreme-court",cory-gardner,colorado,republican
3097c273ec9,0,state sen. alberta darling voted to add more than $1 billion in additional spending while cutting programs such as education and health care,"education,health-care,state-budget",sandy-pasch,wisconsin,democrat
c5ce0916ae4,0,says theres a 100-year-old international norm not to use chemical weapons.,"corrections-and-updates,foreign-policy,history,human-rights,military",debbie-wasserman-schultz,florida,democrat
